text|target_emotion|intensity|admiration|amusement|anger|annoyance|approval|caring|confusion|curiosity|desire|disappointment|disapproval|disgust|embarrassment|excitement|fear|gratitude|grief|joy|love|nervousness|optimism|pride|realization|relief|remorse|sadness|surprise|neutral|sadness|joy|love|anger|fear|surprise|
When I was told that I was selected to attend Medical Assistant Training.|1|2|0.00544|0.00183|0.00123|0.00351|0.04933|0.00588|0.00621|0.00393|0.00801|0.00406|0.00241|0.00083|0.00085|0.00599|0.00144|0.00107|0.00061|0.00285|0.00187|0.00108|0.02506|0.00108|0.03334|0.00119|0.00069|0.00254|0.00328|0.8791|0.00465|0.84801|0.00444|0.09945|0.13204|0.00618|
When I was told to attend an operation in theatre.|2|2|0.00168|0.00326|0.00229|0.00606|0.02291|0.00457|0.02122|0.01261|0.00678|0.00602|0.0039|0.00118|0.0012|0.00613|0.00164|0.00072|0.00069|0.00267|0.00109|0.0016|0.01182|0.00118|0.04629|0.00149|0.00129|0.00443|0.00611|0.92815|0.00738|0.16242|0.00427|0.60354|0.56913|0.01163|
This situation happened when my friend John ate my banana which I kept in the cupboard.|3|2|0.00139|0.0037|0.00305|0.01213|0.02168|0.00485|0.00926|0.00455|0.00349|0.02938|0.00362|0.00523|0.00532|0.00592|0.00898|0.00137|0.00129|0.00358|0.00178|0.00538|0.00323|0.00167|0.06459|0.00219|0.00792|0.0488|0.00955|0.71615|0.01282|0.01051|0.00213|0.78712|0.53526|0.00591|
When I was told that my father had passed away.|4|4|0.00162|0.00541|0.00316|0.00754|0.01196|0.0045|0.00959|0.00557|0.01713|0.03271|0.0039|0.00247|0.00342|0.00629|0.00495|0.00121|0.00156|0.00454|0.00307|0.00428|0.01107|0.00204|0.07461|0.00226|0.00475|0.05272|0.00852|0.76138|0.87584|0.00402|0.00126|0.01049|0.02802|0.00124|
This situation occurred when I entered into a smelling ward.|5|4|0.00216|0.00342|0.00411|0.02022|0.06743|0.0137|0.00883|0.00382|0.00422|0.03021|0.00796|0.01308|0.00849|0.00718|0.0359|0.00223|0.00185|0.00316|0.0018|0.00926|0.00586|0.00232|0.08804|0.00323|0.01014|0.03026|0.01375|0.61254|0.00352|0.01868|0.00315|0.38947|0.73276|0.00864|
This situation happened when I was found kissing a girl who was my friend's girlfriend.|6|3|0.00447|0.01469|0.00707|0.02433|0.02349|0.00622|0.00538|0.00319|0.00894|0.08011|0.00474|0.00855|0.01707|0.0142|0.01893|0.0019|0.00354|0.0114|0.00786|0.01484|0.00297|0.00398|0.07164|0.00377|0.01749|0.21233|0.01953|0.32214|0.00612|0.00438|0.00696|0.42522|0.82618|0.01245|
This situation happened when my friend me with a knife which I stole from him.|7|3|0.00173|0.00283|0.0036|0.01263|0.02311|0.00438|0.00796|0.004|0.00396|0.0397|0.00374|0.00433|0.00514|0.00453|0.00836|0.00081|0.00135|0.00233|0.00143|0.00443|0.00332|0.00138|0.0652|0.00175|0.01103|0.06916|0.00745|0.56071|0.01839|0.00752|0.00223|0.85691|0.4483|0.00571|
When my father married a certain lady. The reception was held at Kasungu town Hall.|1|4|0.01512|0.0029|0.00125|0.00285|0.0289|0.00465|0.00378|0.00598|0.00406|0.00304|0.00204|0.00086|0.00108|0.02978|0.00093|0.00264|0.00072|0.01415|0.00517|0.00124|0.00643|0.00204|0.01774|0.00195|0.00081|0.00315|0.00691|0.86389|0.00209|0.09936|0.00486|0.50947|0.1074|0.0052|
At night when I was coming from Lingadzi Inn I heard a hyena crying in the Lingadzi jungle. I was alone.|2|3|0.0063|0.01325|0.0098|0.01658|0.01553|0.0186|0.00808|0.00568|0.01257|0.0613|0.00679|0.01429|0.01823|0.01929|0.08512|0.00992|0.00651|0.01608|0.01301|0.0316|0.00609|0.00561|0.03826|0.0077|0.02334|0.40835|0.01666|0.30504|0.34373|0.0025|0.00086|0.01438|0.56356|0.00255|
I felt angry when I was told that I had not been selected to go to the University.|3|4|0.0027|0.00868|0.4052|0.16405|0.00318|0.01065|0.00601|0.00666|0.00678|0.05153|0.02207|0.05796|0.03227|0.00265|0.0109|0.00615|0.00339|0.00418|0.00345|0.00425|0.00686|0.00195|0.01028|0.00254|0.04411|0.0806|0.0061|0.02787|0.00619|0.00814|0.00514|0.98754|0.01098|0.00494|
I felt sad when I was told to walk out of the classroom because I was within the row of students who were making noise.|4|2|0.01537|0.01549|0.01339|0.01506|0.01262|0.01602|0.00823|0.00677|0.00901|0.09256|0.01701|0.00997|0.0195|0.01273|0.01207|0.0142|0.00771|0.02038|0.01141|0.01159|0.00925|0.00394|0.01741|0.00893|0.04946|0.81178|0.01062|0.06252|0.9933|0.00496|0.00341|0.00491|0.00271|0.00328|
I felt disgusted when a certain lady spoke words of sarcasm when I was trying to propose to her.|5|3|0.00532|0.01887|0.26629|0.27954|0.00588|0.00941|0.00836|0.01022|0.00452|0.0673|0.03088|0.31329|0.09496|0.00336|0.03186|0.00882|0.00565|0.00829|0.00644|0.00848|0.0063|0.00316|0.01374|0.00383|0.02552|0.04354|0.01134|0.01556|0.00688|0.00729|0.00771|0.9887|0.00718|0.00656|
When I broke a tea saucer. I felt ashamed. This was during the birthday of my girlfriend.|6|2|0.00759|0.02211|0.01914|0.02595|0.01125|0.01121|0.01326|0.01314|0.00644|0.09129|0.02075|0.05255|0.13829|0.01011|0.03707|0.01572|0.01208|0.01233|0.01377|0.02146|0.00549|0.0041|0.02474|0.00818|0.28642|0.49167|0.02398|0.02535|0.99264|0.00322|0.00322|0.00397|0.00489|0.00342|
I felt guilty when I was given a prize which belonged to someone else.|7|2|0.00369|0.01856|0.01509|0.01896|0.01566|0.01397|0.01629|0.01637|0.01494|0.07664|0.01385|0.01569|0.05718|0.01265|0.02675|0.02192|0.01305|0.01287|0.0085|0.01736|0.00732|0.00406|0.04|0.00834|0.44623|0.46986|0.0351|0.03113|0.9866|0.00374|0.0019|0.00307|0.01269|0.00227|
My girlfriend who had been very far away from me came to my place. She saw me and ran after me. I didn't know that she had come. I couldn't see her. She held my shoulders standing behind me.|1|4|0.00138|0.00161|0.00248|0.0095|0.00988|0.00197|0.03026|0.00613|0.00208|0.01199|0.00934|0.00197|0.00199|0.00241|0.00262|0.00045|0.00056|0.00078|0.00098|0.0015|0.00394|0.00074|0.04153|0.00092|0.00143|0.0066|0.00535|0.82713|0.00625|0.02354|0.00413|0.67142|0.44402|0.00474|
I was given a wristwatch by my first girl and after two days another girl of mine also gave me a wristwatch.|2|1|0.00873|0.00384|0.00193|0.00603|0.03907|0.00582|0.00312|0.00339|0.0107|0.00725|0.00209|0.00152|0.00171|0.01175|0.00151|0.00255|0.00101|0.00782|0.00452|0.00165|0.00962|0.00211|0.041|0.00194|0.0013|0.00719|0.005|0.88851|0.0059|0.17513|0.0043|0.28943|0.44845|0.00612|
My girlfriend mentioned a certain girl's name who was my girl some time back and she is no longer mine that she said she was still mine.|3|3|0.00231|0.00252|0.00283|0.00748|0.0136|0.00198|0.00633|0.00338|0.00147|0.00393|0.00824|0.00133|0.00113|0.00195|0.00083|0.00059|0.00037|0.0011|0.00199|0.00064|0.00285|0.00065|0.01655|0.00079|0.00073|0.00371|0.0017|0.95529|0.00964|0.0596|0.01464|0.88443|0.14751|0.00751|
I had been caught red-handed having stolen some paw-paw. I was then taken the elders owning the paw-paws.|4|3|0.00314|0.00444|0.00596|0.02271|0.04253|0.00269|0.0053|0.00346|0.00317|0.01429|0.00547|0.00583|0.00412|0.00423|0.0044|0.00106|0.00103|0.0019|0.00101|0.00202|0.00276|0.00141|0.06371|0.00116|0.00319|0.01038|0.00743|0.84014|0.01381|0.03638|0.00242|0.79853|0.29778|0.00411|
I was double crossing Mercy and Maria. They one day came to know each other. I was found by Mercy red-haded when I was with Maria.|5|4|0.00454|0.00542|0.00223|0.00622|0.02047|0.00336|0.00822|0.00662|0.00445|0.00529|0.00193|0.00177|0.00202|0.00863|0.00226|0.00158|0.001|0.00409|0.0029|0.00193|0.00508|0.00159|0.04321|0.00159|0.00167|0.00598|0.00782|0.91475|0.00455|0.07967|0.00998|0.19244|0.65841|0.01357|
I had a girlfriend in the same class I was. I did not do well in my Exams, but she did satisfactorily well and was taken into another class leaving me behind.|6|4|0.01075|0.00259|0.00169|0.01774|0.18889|0.01121|0.00351|0.00104|0.00612|0.07308|0.02255|0.00305|0.00397|0.00487|0.00337|0.00189|0.00141|0.00534|0.00464|0.0032|0.00903|0.00217|0.07008|0.00301|0.00245|0.03381|0.00283|0.53825|0.0064|0.97514|0.00342|0.02593|0.0067|0.003|
Our Headmaster came to our hostel. The lights were off but there was a lot of noise. We shouted at him when he knocked at our door. We later saw that it was the Headmaster.|7|4|0.00367|0.00497|0.00597|0.01991|0.01334|0.00247|0.00424|0.0024|0.00206|0.01059|0.00372|0.00465|0.00254|0.00563|0.00354|0.00089|0.0008|0.00263|0.00158|0.00201|0.00325|0.00152|0.03278|0.00115|0.00165|0.00818|0.00493|0.8866|0.0045|0.0242|0.00208|0.88782|0.10776|0.00786|
This happened when I was selected to go to Secondary school to start Form I in October 1980.|1|4|0.00241|0.00327|0.0018|0.00753|0.04362|0.00472|0.01857|0.0062|0.01677|0.03912|0.00463|0.00212|0.00278|0.00737|0.00493|0.00113|0.00165|0.00386|0.00179|0.00363|0.01846|0.00197|0.15307|0.00241|0.00618|0.0264|0.00778|0.62684|0.01228|0.7285|0.00157|0.13059|0.04856|0.00316|
As I was taking venous blood from another patient I introduced air into the place of puncturing and there was a swelling which is dangerous to the patient hence I became afraid.|2|4|0.01249|0.01924|0.01572|0.0261|0.05798|0.03636|0.02507|0.01427|0.01352|0.04313|0.01899|0.08362|0.03365|0.0184|0.74843|0.0219|0.00855|0.00851|0.01896|0.06812|0.03234|0.0067|0.04156|0.00857|0.02023|0.05815|0.02094|0.09714|0.00475|0.00641|0.00325|0.07556|0.94628|0.0042|
My lovely girlfriend double-crossed me and so that I found her chatting with another guy.|3|4|0.10143|0.00405|0.00205|0.00606|0.0432|0.00896|0.00285|0.00941|0.02005|0.0128|0.00294|0.00174|0.00277|0.04946|0.00183|0.00218|0.00193|0.08749|0.48817|0.00317|0.00852|0.0051|0.0189|0.00387|0.00137|0.00999|0.00631|0.18203|0.00361|0.02934|0.85123|0.03377|0.00943|0.00995|
I really became sad when mother passed away while I was very young.|4|4|0.01726|0.01742|0.01146|0.01187|0.01221|0.01428|0.00734|0.00572|0.01075|0.08769|0.0178|0.00801|0.01465|0.01289|0.0099|0.01281|0.00711|0.01904|0.01084|0.00848|0.01204|0.00364|0.01661|0.00752|0.04002|0.78674|0.01269|0.04669|0.98227|0.00316|0.00176|0.01134|0.00813|0.00196|
I was disgusted when my brother was arrested because of stealing money.|5|3|0.00613|0.0116|0.26614|0.32072|0.00689|0.00737|0.00615|0.0063|0.0028|0.04144|0.03239|0.35196|0.04351|0.0024|0.01875|0.00571|0.00371|0.0052|0.00499|0.00449|0.00611|0.00259|0.01199|0.00271|0.00819|0.02167|0.00583|0.049|0.00752|0.01011|0.00573|0.98915|0.01829|0.00712|
I was ashamed when my classmates discovered that I fell in love with an uneducated girl.|6|3|0.00633|0.04081|0.0165|0.02847|0.01733|0.00905|0.02094|0.01449|0.00835|0.10912|0.02705|0.06382|0.16629|0.00853|0.06123|0.01452|0.01322|0.00979|0.02282|0.02889|0.0061|0.00436|0.04018|0.00872|0.25313|0.47799|0.02508|0.02497|0.10686|0.00469|0.00301|0.05896|0.6449|0.0016|
I felt guilty when I lost K43 for my friend when he was arrested.|7|4|0.00538|0.01324|0.02076|0.02182|0.01818|0.01793|0.01134|0.01304|0.00999|0.06897|0.01751|0.01883|0.05318|0.01166|0.02582|0.02336|0.01218|0.01257|0.00872|0.01595|0.00579|0.00407|0.02694|0.00787|0.39167|0.52684|0.02295|0.05268|0.98226|0.00441|0.00158|0.00276|0.01538|0.00209|
I felt joy when I passed my Malawi School Certificate of Education.|1|4|0.0368|0.01926|0.00448|0.00706|0.01593|0.01955|0.00572|0.00716|0.01118|0.0256|0.0067|0.00428|0.00982|0.10646|0.00537|0.04705|0.00667|0.50056|0.02604|0.00841|0.00878|0.00737|0.01508|0.01537|0.01162|0.21926|0.04365|0.02824|0.00339|0.98991|0.00583|0.00322|0.00167|0.0023|
When I had crossed Lilongwe forest I heard that there was a rabid hyena just near the path in the forest.|2|1|0.00343|0.0045|0.00292|0.01264|0.02425|0.00414|0.00706|0.00317|0.00497|0.02342|0.00485|0.00818|0.00481|0.0059|0.01391|0.00149|0.00126|0.0032|0.00324|0.00509|0.00597|0.00207|0.0721|0.00221|0.0025|0.01772|0.00754|0.82853|0.00327|0.0081|0.00171|0.79539|0.43142|0.00499|
I was angry when I heard that my only girl was going about with another man. So I decided to drop her but later the story came to be untrue.|3|4|0.00146|0.01326|0.33777|0.35689|0.00595|0.00746|0.00433|0.00285|0.00877|0.08961|0.05927|0.06012|0.02295|0.0015|0.00593|0.00257|0.00257|0.00359|0.00334|0.00297|0.0068|0.00179|0.01859|0.00236|0.0165|0.04751|0.00294|0.09144|0.26059|0.00398|0.00086|0.39989|0.01032|0.0009|
When I was not selected to go to the University of Malawi I felt very sad.|4|4|0.0162|0.00903|0.01021|0.01087|0.01286|0.01574|0.00744|0.00604|0.01001|0.0964|0.01967|0.00744|0.01434|0.01362|0.01004|0.01396|0.0069|0.01717|0.0088|0.00821|0.01145|0.00367|0.01781|0.0077|0.05273|0.78171|0.01376|0.05653|0.99163|0.00365|0.00389|0.00305|0.00406|0.00339|
When I was presumed to have stolen maize from the school garden.|5|4|0.00231|0.00399|0.00194|0.00486|0.01234|0.00156|0.02164|0.00968|0.00274|0.0042|0.00393|0.00122|0.00129|0.00524|0.00135|0.00104|0.00059|0.00197|0.00078|0.00113|0.00648|0.00094|0.03413|0.00113|0.00148|0.00393|0.00637|0.91077|0.0083|0.00762|0.00255|0.78576|0.62088|0.00653|
I once proposed my own niece whom I did not know but I discovered after she was my girlfriend.|6|4|0.00428|0.00483|0.00208|0.00906|0.10324|0.00301|0.01496|0.00768|0.02492|0.01941|0.00501|0.00214|0.00334|0.00604|0.00493|0.00117|0.00158|0.002|0.01054|0.00317|0.01837|0.00195|0.14574|0.00179|0.00383|0.00963|0.01136|0.55562|0.00272|0.02307|0.02151|0.42263|0.34746|0.00777|
A certain colleague of mine sent me to buy a bag of flour for him, he gave me K20. Unfortunately I lost it.|7|4|0.01252|0.00498|0.00992|0.02478|0.0152|0.0174|0.00344|0.0033|0.03694|0.30986|0.01353|0.00936|0.01373|0.00942|0.01859|0.00817|0.00586|0.01138|0.01786|0.01477|0.01116|0.00653|0.048|0.00661|0.01976|0.54154|0.01055|0.23362|0.97794|0.00563|0.00154|0.00536|0.01389|0.00219|
When I married my wife and took her home for the first time.|1|4|0.00539|0.00229|0.0028|0.00619|0.01136|0.00557|0.00245|0.0042|0.01195|0.00844|0.0023|0.00122|0.00173|0.00993|0.00109|0.00146|0.00094|0.00844|0.01247|0.00161|0.00689|0.00181|0.02122|0.00168|0.00149|0.00953|0.00495|0.84977|0.0052|0.40091|0.01057|0.46226|0.10362|0.00603|
When my friend was involved in a car accident.|2|3|0.00345|0.00326|0.0022|0.00638|0.01114|0.00216|0.00597|0.00408|0.00315|0.01449|0.00337|0.0019|0.00198|0.00454|0.00181|0.00091|0.00074|0.00257|0.00172|0.00171|0.0035|0.00123|0.03476|0.0012|0.00156|0.01802|0.00519|0.8774|0.04013|0.00855|0.00164|0.14097|0.86799|0.00761|
When I was charmed by my relatives.|3|4|0.09873|0.00127|0.00188|0.00654|0.03308|0.00522|0.0024|0.00278|0.00334|0.01627|0.00327|0.0024|0.0022|0.03391|0.00341|0.00121|0.00104|0.01522|0.00899|0.00225|0.00855|0.00306|0.02514|0.00211|0.00066|0.00633|0.0158|0.54518|0.00216|0.96933|0.00445|0.01921|0.00609|0.00423|
When my mother died in August 1978.|4|4|0.00372|0.00316|0.00449|0.00879|0.009|0.00329|0.00357|0.00303|0.00582|0.02482|0.00574|0.00201|0.00234|0.00585|0.00242|0.00123|0.00112|0.00335|0.00274|0.00218|0.00455|0.00166|0.02757|0.00163|0.00267|0.06704|0.00589|0.84981|0.95592|0.00445|0.00147|0.00603|0.02349|0.00184|
When I entered the wound intensive care at the Central Hospital in Blantyre which was stinking.|5|4|0.00681|0.00706|0.02324|0.06691|0.011|0.00932|0.00431|0.00361|0.00294|0.07511|0.0213|0.16905|0.0269|0.00424|0.0842|0.00798|0.00379|0.0049|0.00699|0.01405|0.00545|0.00389|0.02305|0.00444|0.00644|0.11054|0.00807|0.42703|0.01452|0.01516|0.0019|0.77625|0.51677|0.00785|
When I first failed my standard 8 exams for the first attempt for Form I selection.|6|4|0.0027|0.00242|0.00214|0.00904|0.02768|0.00906|0.00735|0.00348|0.01852|0.0488|0.0077|0.0022|0.00256|0.00411|0.00301|0.00127|0.00123|0.00322|0.00252|0.00294|0.01967|0.00184|0.07921|0.00233|0.00273|0.02841|0.00368|0.81949|0.56041|0.0096|0.00058|0.07453|0.23567|0.00278|
When I had beaten my auntie.|7|2|0.00547|0.0036|0.02121|0.03486|0.01094|0.01254|0.00257|0.00311|0.016|0.10277|0.00612|0.01028|0.00846|0.00495|0.01396|0.00215|0.00266|0.0042|0.0049|0.00774|0.00726|0.00303|0.03267|0.00306|0.00861|0.23733|0.00677|0.59347|0.93518|0.00288|0.00085|0.03476|0.02158|0.00156|
My friend took me to Civo Stadium to watch and listen to the music of the International singer Sam Mangwana. I had no hope of going there since I had no money so he gave me the money for admission.|1|4|0.00858|0.00098|0.00148|0.00827|0.04058|0.01281|0.0027|0.00408|0.02471|0.01308|0.00524|0.00095|0.00118|0.00611|0.00109|0.00169|0.00074|0.00403|0.00704|0.00126|0.01934|0.00168|0.02786|0.0016|0.00088|0.00525|0.0023|0.78904|0.00454|0.68249|0.00616|0.31373|0.02584|0.00435|
I had fear when I was left alone at the bus depot at night. I had problems of how to move to this place.|2|4|0.0081|0.02022|0.0131|0.01849|0.05279|0.03959|0.03394|0.01811|0.02056|0.03437|0.0128|0.04377|0.02433|0.01908|0.68413|0.02321|0.00777|0.0081|0.01531|0.0646|0.05358|0.00595|0.04443|0.00734|0.02247|0.03644|0.02845|0.06189|0.1117|0.00448|0.00127|0.04462|0.83038|0.0028|
I felt angry when I heard that my sister had failed the Examinations which we hoped she was going to pass with distinctions.|3|2|0.00452|0.00674|0.28431|0.15054|0.00414|0.01886|0.0052|0.00685|0.02435|0.11629|0.01364|0.05648|0.0345|0.00386|0.04414|0.00634|0.00586|0.00443|0.00605|0.01054|0.02359|0.00336|0.01631|0.00361|0.04881|0.1394|0.00693|0.02219|0.00704|0.00808|0.00529|0.98839|0.00964|0.00521|
I felt sad when I heard that my girlfriend was double-crossing me with the boy who is my best friend.|4|4|0.02093|0.01443|0.01068|0.01316|0.01437|0.01571|0.00788|0.00641|0.008|0.08384|0.0154|0.00892|0.0175|0.01389|0.01209|0.01311|0.00753|0.02444|0.01355|0.01102|0.0089|0.00409|0.01683|0.009|0.03699|0.79176|0.01152|0.06546|0.99369|0.0051|0.00337|0.00449|0.00303|0.00349|
I felt disgust when I saw a friend walking in stagnant water without putting on gum boots.|5|2|0.00791|0.02366|0.04732|0.06707|0.01159|0.01466|0.00956|0.01108|0.00419|0.05565|0.02115|0.35776|0.13319|0.00583|0.1591|0.02012|0.00963|0.01007|0.01845|0.02582|0.00729|0.00458|0.01605|0.00639|0.04379|0.11753|0.01131|0.03104|0.09073|0.00505|0.00177|0.94583|0.00707|0.00259|
I experienced shame when I failed to keep a promise to meet my friend at the bus depot. He later came and asked me why I had not turned up.|6|4|0.0084|0.01051|0.02098|0.0381|0.01095|0.00784|0.01378|0.00997|0.01309|0.24175|0.02749|0.04088|0.11728|0.00765|0.02779|0.00799|0.0122|0.00629|0.00906|0.01776|0.00788|0.00472|0.06388|0.00677|0.23355|0.47177|0.02835|0.04939|0.66505|0.00868|0.00071|0.12522|0.0527|0.00149|
I felt guilty of revealing a secret to my in-law. I told her that my brother and I had gone to disconight which is a thing my brother didn't want to let her know. Later my brother was accused of spending a night out.|7|2|0.00135|0.00592|0.01988|0.03568|0.01579|0.01287|0.00974|0.01051|0.0143|0.06582|0.01669|0.01082|0.02345|0.00339|0.00984|0.00508|0.00467|0.003|0.00319|0.0067|0.00502|0.00193|0.03873|0.00352|0.21021|0.21461|0.00638|0.20194|0.97683|0.0022|0.00134|0.01065|0.00783|0.00156|
The joy came when I first proposed a girl at Secondary School.|1|3|0.04178|0.02492|0.00305|0.00688|0.03369|0.01047|0.00878|0.00881|0.01379|0.02195|0.00512|0.00382|0.00667|0.33468|0.00568|0.0109|0.00623|0.48752|0.01979|0.00947|0.01087|0.00996|0.04012|0.01322|0.00618|0.04434|0.07851|0.10042|0.00239|0.572|0.04383|0.11018|0.01696|0.00289|
As I was in a ward one man died and I was instructed to watch the last offices. But this was my first time to see a dead person - fear came.|2|2|0.00359|0.00835|0.00916|0.01403|0.02701|0.0229|0.01623|0.00796|0.03227|0.04625|0.00794|0.01789|0.01452|0.01209|0.40617|0.00992|0.00534|0.00464|0.00693|0.03608|0.0386|0.00442|0.07355|0.00526|0.01698|0.07346|0.02344|0.19026|0.86643|0.00244|0.00097|0.00372|0.12399|0.00244|
I was very angry when I heard that my brother was beaten by his friends.|3|3|0.00582|0.0111|0.61112|0.22502|0.00323|0.01046|0.00505|0.00559|0.00637|0.02897|0.01628|0.06125|0.01598|0.00371|0.00866|0.00626|0.00271|0.00638|0.00358|0.00311|0.01131|0.0022|0.00848|0.00226|0.01362|0.02948|0.00651|0.03059|0.04214|0.00407|0.00118|0.89234|0.01695|0.00154|
I was very sad when I heard about the death of my teacher who taught me in Standard 8.|4|4|0.01897|0.01479|0.01121|0.01216|0.01285|0.01493|0.00731|0.00617|0.00968|0.09494|0.01833|0.00818|0.01496|0.01368|0.0105|0.01339|0.0072|0.0199|0.01016|0.00932|0.01091|0.004|0.01648|0.00814|0.03794|0.79987|0.0127|0.06552|0.9789|0.00492|0.00135|0.0166|0.00511|0.00201|
I was disgusted to see a person vomitting and I was told to clean the place where the vomit was.|5|2|0.00671|0.02227|0.09726|0.15559|0.01075|0.01181|0.00876|0.01144|0.00344|0.03677|0.02737|0.47573|0.08675|0.00335|0.05053|0.01403|0.00601|0.007|0.00813|0.00956|0.00746|0.00349|0.01509|0.00449|0.02045|0.03042|0.00693|0.06416|0.01263|0.0115|0.0051|0.98877|0.01479|0.00661|
I was ashamed when a certain friend of mine I used to move with failed to propose to a lady yet we always said to ourselves no lady can refuse our proposal.|6|2|0.00485|0.04759|0.04501|0.0903|0.01225|0.00731|0.02114|0.01639|0.00681|0.12513|0.09031|0.17273|0.23216|0.00579|0.03489|0.01391|0.01164|0.00954|0.01271|0.01712|0.00568|0.00388|0.04022|0.00776|0.17436|0.18034|0.02489|0.02697|0.76474|0.00549|0.00141|0.31116|0.00632|0.0013|
I felt guilty when one of my secondary teacher left me while I was in Form three, he was the only one who showed love to me.|7|2|0.00586|0.0249|0.01953|0.02957|0.01644|0.0142|0.01054|0.00976|0.01973|0.1325|0.02132|0.01876|0.06198|0.00755|0.02383|0.01627|0.01299|0.01253|0.02749|0.02085|0.0059|0.00442|0.03515|0.00883|0.23261|0.71896|0.01127|0.04179|0.98762|0.00352|0.00202|0.00366|0.00792|0.0021|
My sister gave birth to twins, healthy ones.|1|2|0.01017|0.00276|0.00106|0.0025|0.09562|0.00874|0.00146|0.00112|0.00342|0.00467|0.00353|0.00118|0.00135|0.00752|0.00199|0.00279|0.0007|0.00928|0.01533|0.00136|0.00643|0.00124|0.01416|0.00158|0.00096|0.00798|0.00328|0.69975|0.0027|0.97275|0.00695|0.01848|0.00478|0.00199|
I was looking after my father's sheen in the forest. One day while playing with friends from neighbouring villages the flock escaped me and went into a far place. It became dark and I was afraid of father. I went home and hid myself.|2|4|0.01144|0.00825|0.01637|0.02619|0.0452|0.04582|0.01055|0.00708|0.01405|0.05557|0.01078|0.04526|0.02584|0.01212|0.58584|0.01371|0.00678|0.00584|0.01645|0.05309|0.02227|0.00554|0.03902|0.0066|0.01826|0.09399|0.01396|0.14063|0.00731|0.013|0.00507|0.01878|0.98008|0.00821|
I planned to travel a distance of 20 kilometres on my bike. I planned this when I was working in the hospital. When I went to the house I found that a friend had taken my bike without my consent.|3|2|0.00305|0.00565|0.00266|0.00964|0.10587|0.02661|0.00916|0.00554|0.09943|0.01875|0.00376|0.0021|0.00337|0.01077|0.00621|0.00354|0.00217|0.0069|0.00511|0.00476|0.08132|0.0032|0.11225|0.00398|0.00589|0.01076|0.00464|0.62489|0.0124|0.01113|0.00282|0.71395|0.5104|0.00477|
It was in the evening when I heard that my girl went to Zambia and that she would never come back.|4|3|0.00309|0.00349|0.00132|0.00353|0.01397|0.00282|0.00656|0.00355|0.00277|0.00552|0.00355|0.00121|0.00131|0.00559|0.00142|0.00103|0.00057|0.00344|0.00247|0.00125|0.00652|0.00102|0.02749|0.00134|0.00097|0.00493|0.0042|0.91675|0.01536|0.28802|0.00279|0.41982|0.08216|0.00267|
A sister broke a cup and when mother asked I was reported to have been responsible.|5|3|0.00069|0.00306|0.01037|0.04391|0.01814|0.00768|0.01896|0.00979|0.00892|0.08029|0.01441|0.01439|0.01144|0.00197|0.01859|0.00143|0.00218|0.00135|0.00187|0.00736|0.00409|0.0014|0.07424|0.00226|0.02874|0.08269|0.00648|0.44391|0.03027|0.00586|0.00093|0.55671|0.27478|0.00318|
One day mother slaughtered a chicken for a brother who had come back for holiday. In everybody's absence I opened the foodstore and ate all internal organs of the chicken. When mother discovered, we were all called and I was found with hands stained with soup. I was ashamed being the eldest of all in the family.|6|3|0.00449|0.0239|0.02925|0.04777|0.00952|0.00614|0.01128|0.01079|0.00525|0.08485|0.0254|0.09609|0.14801|0.00543|0.03214|0.01237|0.00895|0.00584|0.00919|0.01428|0.0036|0.00328|0.03418|0.00576|0.19671|0.24604|0.01784|0.06646|0.7893|0.00136|0.00071|0.01806|0.0816|0.00264|
This emotion happened when I passed my primary school examination and was selected for Secondary School.|1|4|0.00729|0.01466|0.00476|0.01246|0.04534|0.00846|0.01449|0.0062|0.02851|0.1306|0.00773|0.00788|0.02199|0.01746|0.05953|0.00633|0.00776|0.01029|0.01121|0.02643|0.0131|0.00543|0.14312|0.00783|0.05058|0.40655|0.02177|0.11736|0.00608|0.6744|0.00161|0.06714|0.05835|0.00301|
At primary school I was accused by some boys of being in love with a certain girl in their class so they had to shout and beat the girl and the matter was reported to the headmaster.|2|3|0.00105|0.00402|0.02264|0.06391|0.01561|0.00817|0.00557|0.00344|0.02333|0.09435|0.01661|0.01342|0.01033|0.00145|0.00923|0.00131|0.00174|0.00163|0.00599|0.00424|0.00798|0.00171|0.06042|0.00219|0.01097|0.08035|0.00312|0.48681|0.00764|0.00542|0.00375|0.86442|0.32473|0.00403|
I was very angry when one day I went to see my girlfriend I talked to her and could not answer back. She was depressed for reasons which were not known to me.|3|2|0.00385|0.00917|0.41711|0.24282|0.00375|0.0198|0.00395|0.00477|0.00751|0.08954|0.02931|0.06176|0.02653|0.00249|0.01114|0.00477|0.00336|0.00692|0.0046|0.00522|0.00885|0.00224|0.00795|0.00292|0.01833|0.09423|0.00333|0.03334|0.91306|0.00239|0.00113|0.10605|0.00464|0.00108|
I was very sad when I was shouted at by Uncle and was told that I was not to be given school fees because I didn't go to work in the garden since I had gone to escort my sister to the bus depot.|4|3|0.01737|0.01192|0.01136|0.01434|0.01412|0.01643|0.00771|0.00605|0.00986|0.10888|0.0207|0.0082|0.01673|0.01193|0.0108|0.01312|0.00775|0.0165|0.01042|0.01031|0.00987|0.00407|0.02048|0.00869|0.05251|0.8129|0.01065|0.07886|0.0193|0.02495|0.00308|0.92353|0.08975|0.00409|
